ind	sire	dam
DDUSWFD13004007	DDUSWFD11007801	DDUSWFD11009308
DDUSACR12028211	DDUSACR10022706	DDUSACR11071108
DDUSWFD12022806	DDUSWFD11007801	DDUSWFD10014907
DDSHXX416030604	DDJXXX115009689	DDJXXX114009430
DDUSACS13000402	DDUSACS12005111	DDUSACS11016004
DDUSWFD13000608	DDUSWFD11017103	DDUSWFD10005108
DDUSWFD13021508	DDUWFDM11028501	DDUWFDM11024309
DDSHXX417041106	DDGDFC115134603	DDJXXX115000105
DDUSWFD13021308	DDUWFDM11030401	DDUWFDM12022308
DDSHXX416032206	DDSHXX114099803	DDJXXX115009592
DDUSWFD13022607	DDUWFDM11030804	DDUWFDM12023905
DDUSWFD13022105	DDUWFDM11030702	DDUWFDM11025705
DDSHXX416031304	DDJXXX115009517	DDJXXX115009651
DDUSWFD13020404	DDUSWFD11017102	DDUWFDM11022606
DDUSWFD13022110	DDUWFDM11030702	DDUWFDM11025705
DDUSWFD13001007	DDUSWFD11017103	DDUSWFD11012706
DDSHXX417067606	DDGDFC115130101	DDJXXX114000101
DDUSWFD13022609	DDUWFDM11030804	DDUWFDM12023905
DDUSWFD13006504	DDUWFDM10024705	DDUSWFD11016008
DDSHXX417042704	DDGDFC115134603	DDJXXX114009252
DDUSWFD12004206	DDUWFDM11021703	DDUWFDM10030206
DDUSWFD12023206	DDUSWFD11011602	DDUSWFD09008206
DDUSWFD13004804	DDUWFDM11021701	DDUSWFD12003407
DDUSWFD13005808	DDUSWFD11017103	DDUSWFD11008203
DDUSWFD13021808	DDUWFDM11030702	DDUWFDM11023111
DDUSWFD13004206	DDUWFDM11021701	DDUSWFD11011505
DDSHXX416037106	DDJXXX115009605	DDJXXX114009289
DDUSWFD13022504	DDUSWFD11017103	DDUWFDM11026209
DDUSWFD13021810	DDUWFDM11030702	DDUWFDM11023111
DDUSACS12022401	DDUSACS11004511	DDUSACS11012402
DDUSWFD13000304	DDUSWFD11017102	DDUSWFD12004005
DDUSWFD13020511	DDUWFDM11028501	DDUWFDM11022309
DDUSWFD13020305	DDUSWFD11017103	DDUWFDM11022109
DDSHXX416034208	DDSHXX114099803	DDSHXX115000310
DDUSACS15008301	DDUSACS13009408	DDUSACS13015402
DDUSACR12032401	DDUCBSW11006702	DDUSACR11027607
DDUSACR12029206	DDUCBSW11007102	DDUSACR11046310
DDUSACR12033403	DDUSACR11085501	DDUSACR11050105
DDUSACR12028506	DDUSACR11085501	DDUSACR11095511
DDUSACS15008604	DDUSACS13010409	DDUSACS13913602
DDSHXX417069210	DDGDFC115134603	DDSHXX416012602
DDUSACR12032202	DDUSACR11085501	DDUSACR09001806
DDSHXX417043304	DDGDFC115134603	DDSHXX416022306
DDUSACR13064803	DDUCBSW11006103	DDUSACR11104408
DDUSACR13062405	DDUSACR11085501	DDUSACR11090902
DDUSACR12032203	DDUSACR11085501	DDUSACR09001806
DDUSACS16010409	DDUSACS15008013	DDUSACS14008410
DDUSACS14007604	DDUSACS13016004	DDUSACS13016101
DDUSACS16009402	DDUSACS15004404	DDUSACS15008301
DDUSWFD13006708	DDUWFDM11030401	DDUSWFD12009709
DDUSWFD13006105	DDUWFDM10024705	DDUSWFD10005607
DDSHXX417056404	DDSHXX416034803	DDJXXX115009925
DDUSWFD13006705	DDUWFDM11030401	DDUSWFD12009709
DDSHXX417050502	DDGDFC115134603	DDSHXX416010504
DDUSWFD13006106	DDUWFDM10024705	DDUSWFD10005607
DDSHXX514086908	DDUSWFD13001502	DDUSWFD13021907
DDSHXX514106806	DDUSACR12028604	DDUSWFD13021206
DDSHXX514054105	DDUSACS12020011	DDUSWFD13003806
DDSHXX513017104	DDUSWFD13004602	DDUSACS13000706
DDSHXX513029105	DDUSWFD12023003	DDUSWFD13020506
DDSHXX514049107	DDUSACS12020011	DDUSWFD13000905
DDSHXX514064303	DDUSWFD13001306	DDUSACS13000406
DDSHXX514106710	DDUSACR12028604	DDUSACS13000405
DDSHXX514065706	DDUSACS13001207	DDUSACR13061105
DDSHXX514106107	DDUSACS13001208	DDUSWFD13002408
DDSHXX514112006	DDUSACS13001208	DDUSWFD13001006
DDSHXX514063910	DDUSWFD13003704	DDUSWFD13060011
DDSHXX513026503	DDUSWFD12003302	DDUSWFD12023207
DDSHXX514069406	DDUSACS12020011	DDUSWFD13021905
DDSHXX514115711	DDUSWFD13003704	DDUSWFD12022803
DDSHXX514069405	DDUSACS12020011	DDUSWFD13021905
DDSHXX515013603	DDUSWFD12021306	DDUSACS12022403
DDSHXX515013112	DDUSWFD12021306	DDUSWFD12026809
DDSHXX514119903	DDUSWFD13003902	DDUSWFD13004006
DDSHXX514112007	DDUSACS13001208	DDUSWFD13001006
DDSHXX514047509	DDUSACS12020009	DDUSACS13000405
DDSHXX514066604	DDUSACS12020011	DDUSWFD13022706
DDSHXX514086901	DDUSWFD13001502	DDUSWFD13021907
DDSHXX514064307	DDUSWFD13001306	DDUSACS13000406
DDSHXX514063009	DDUSACS12021409	DDUSWFD12030105
DDSHXX514093501	DDUSWFD13001502	DDUSWFD13000706
DDSHXX514106104	DDUSACS13001208	DDUSWFD13002408
DDSHXX514086904	DDUSWFD13001502	DDUSWFD13021907
DDSHXX514130907	DDUSACS13001208	DDUSWFD12023210
DDSHXX514190704	DDUSWFD13003704	DDUSWFD13006505
DDSHXX513024702	DDUSACS12020009	DDUSWFD12022408
DDSHXX513003806	DDUSACR12028604	DDUSWFD12026809
DDSHXX514086910	DDUSWFD13001502	DDUSWFD13021907
DDSHXX514081401	DDUSACS12021409	DDUSWFD13021809
DDSHXX514088010	DDUSACS12020009	DDUSWFD13004208
DDSHXX513027905	DDUSWFD13001502	DDUSWFD13000905
DDSHXX514102902	DDUSWFD13001502	DDUSWFD13002010
DDSHXX514139405	DDUSACS12020011	DDUSACS13001202
DDSHXX513026508	DDUSWFD12003302	DDUSWFD12023207
DDSHXX514089505	DDUSWFD13003704	DDUSACR13061203
DDSHXX515021802	DDUSACR12028604	DDUSWFD13020304
DDSHXX514117006	DDUSWFD13003704	DDUSACR12028211
DDSHXX513026006	DDUSWFD12020702	DDUSACR12028211
DDSHXX513030401	DDUSWFD12028301	DDUSWFD13020407
DDSHXX514105504	DDUSWFD13001502	DDUSWFD13000707
DDSHXX514069409	DDUSACS12020011	DDUSWFD13021905
DDSHXX514049903	DDUSACS12021409	DDUSACS13000401
DDSHXX514113601	DDUSWFD13003704	DDUSWFD13020007
DDSHXX514105502	DDUSWFD13001502	DDUSWFD13000707
DDSHXX513007408	DDUSACR12028604	DDUSWFD12004205
DDSHXX513028810	DDUSWFD13000501	DDUSACS13000405
DDSHXX514061007	DDUSACS12020011	DDUSWFD12022906
DDSHXX515016105	DDUSWFD12021306	DDUSWFD13000706
DDSHXX514063503	DDUSACS12020011	DDUSWFD13021308
DDSHXX514076308	DDUSWFD12021306	DDUSWFD13022705
DDSHXX513027903	DDUSWFD13001502	DDUSWFD13000905
DDSHXX513009009	DDUSWFD13000501	DDUSWFD12022803
DDSHXX514067011	DDUSACS12020009	DDUSWFD13005104
DDSHXX514146006	DDUSACS13001207	DDUSWFD13006205
DDSHXX514136902	DDUSWFD13003704	DDUSACS13001401
DDSHXX513013609	DDUSWFD13000501	DDUSWFD13000707
DDSHXX514155806	DDUSACS13001207	DDUSWFD12030603
DDSHXX514139409	DDUSACS12020011	DDUSACS13001202
DDSHXX514047006	DDUSACS12020009	DDUSWFD13020506
DDSHXX514127501	DDUSACS13001208	DDUSWFD13021308
DDSHXX514119605	DDUSACS12020009	DDUSWFD13001007
DDSHXX514174405	DDUSWFD13003704	DDUSWFD13002205
DDSHXX514066606	DDUSACS12020011	DDUSWFD13022706
DDSHXX514076401	DDUSWFD12021306	DDUSWFD13021805
DDSHXX514089501	DDUSWFD13003704	DDUSACR13061203
DDSHXX514063903	DDUSWFD13003704	DDUSWFD13060011
DDSHXX514068807	DDUSACS12021409	DDUSWFD13001606
DDSHXX514047002	DDUSACS12020009	DDUSWFD13020506
DDSHXX514134902	DDUSACR12028604	DDUSWFD13022706
DDSHXX514118405	DDUSWFD13001502	DDUSWFD12023205
DDSHXX513028410	DDUSWFD12003302	DDUSWFD13020005
DDSHXX514062901	DDUSACS12020009	DDUSWFD13006009
DDSHXX513004608	DDUSWFD12026802	DDUSWFD12004206
DDSHXX514061803	DDUSACS12021409	DDUSWFD13003909
DDSHXX514095011	DDUSACS13001207	DDUSWFD13020304
DDSHXX514049908	DDUSACS12021409	DDUSACS13000401
DDSHXX514095004	DDUSACS13001207	DDUSWFD13020304
DDSHXX513024201	DDUSWFD12021306	DDUSWFD13021509
DDSHXX515016706	DDUSACS13001207	DDUSWFD12004205
DDSHXX514125303	DDUSWFD13001502	DDUSWFD13006009
DDSHXX514063907	DDUSWFD13003704	DDUSWFD13060011
DDSHXX514085307	DDUSACS13001208	DDUSWFD13002205
DDSHXX514074501	DDUSACS12020009	DDUSWFD13002409
DDSHXX513034904	DDUSWFD12022702	DDUSACS13000701
DDSHXX515013102	DDUSWFD12021306	DDUSWFD12026809
DDSHXX514070205	DDUSWFD12021306	DDUSWFD13060010
DDSHXX514094312	DDUSWFD12020702	DDUSWFD12004205
DDSHXX514190702	DDUSWFD13003704	DDUSWFD13006505
DDSHXX514109004	DDUSACS13001208	DDUSWFD13002308
DDSHXX513019306	DDUSWFD13004602	DDUSWFD13002010
DDSHXX513021007	DDUSWFD12028301	DDUSWFD13020606
DDSHXX514177208	DDUSACS12020009	DDUSWFD13022607
DDSHXX514107201	DDUSWFD13001502	DDUSWFD13020506
DDSHXX514073804	DDUSACS12020011	DDUSWFD13022105
DDSHXX513011210	DDUSACR12028604	DDUSWFD13000510
DDSHXX514042008	DDUSWFD13001306	DDUSWFD12023205
DDSHXX513028406	DDUSWFD12003302	DDUSWFD13020005
DDSHXX514076901	DDUSWFD12021306	DDUSWFD13003407
DDSHXX514095008	DDUSACS13001207	DDUSWFD13020304
DDSHXX514139908	DDUSACR12028604	DDUSWFD13005806
DDSHXX514069710	DDUSACS12020011	DDUSWFD13004705
DDSHXX515010901	DDUSWFD12021306	DDUSWFD12028308
DDSHXX513032103	DDUSWFD12020803	DDUSWFD12022805
DDSHXX514109206	DDUSACR12028604	DDUSWFD13000905
DDSHXX515013104	DDUSWFD12021306	DDUSWFD12026809
DDSHXX514076403	DDUSWFD12021306	DDUSWFD13021805
DDSHXX513009002	DDUSWFD13000501	DDUSWFD12022803
DDSHXX514119416	DDUSWFD12003302	DDUSWFD13022704
DDSHXX514093506	DDUSWFD13001502	DDUSWFD13000706
DDSHXX514105606	DDUSACS13001208	DDUSWFD12022806
DDSHXX515005001	DDUSWFD12021306	DDUSWFD13006209
DDSHXX514054102	DDUSACS12020011	DDUSWFD13003806
DDSHXX514139410	DDUSACS12020011	DDUSACS13001202
DDSHXX514113605	DDUSWFD13003704	DDUSWFD13020007
DDSHXX514070707	DDUSACS12020011	DDUSWFD13006905
DDSHXX514043602	DDUSACR12028604	DDUSWFD13020606
DDSHXX513009102	DDUSWFD12028301	DDUSWFD12030204
DDSHXX514063001	DDUSACS12021409	DDUSWFD12030105
DDSHXX514069709	DDUSACS12020011	DDUSWFD13004705
DDSHXX514095001	DDUSACS13001207	DDUSWFD13020304
DDSHXX513026002	DDUSWFD12020702	DDUSACR12028211
DDSHXX514083206	DDUSACS13001207	DDUSWFD13000305
DDSHXX514105309	DDUSWFD12003302	DDUSWFD13020606
DDSHXX513026404	DDUSWFD12021306	DDUSWFD13001006
DDSHXX514061705	DDUSWFD13001306	DDUSWFD13001605
DDSHXX515035202	DDUSACR12028604	DDUSWFD13021509
DDSHXX514122506	DDUSWFD12003302	DDUSWFD13022110
DDSHXX514151903	DDUSWFD13003704	DDUSWFD13021805
DDSHXX513021003	DDUSWFD12028301	DDUSWFD13020606
DDSHXX515010904	DDUSWFD12021306	DDUSWFD12028308
DDSHXX514089509	DDUSWFD13003704	DDUSACR13061203
DDSHXX514074505	DDUSACS12020009	DDUSWFD13002409
DDSHXX514086902	DDUSWFD13001502	DDUSWFD13021907
DDSHXX514136903	DDUSWFD13003704	DDUSACS13001401
DDSHXX514063904	DDUSWFD13003704	DDUSWFD13060011
DDSHXX515016109	DDUSWFD12021306	DDUSWFD13000706
DDSHXX514157704	DDUSACR12028604	DDUSWFD13002207
DDSHXX515053818	DDUSWFD12021306	DDUSWFD12022407
DDSHXX515147903	DDUSWFD12021306	DDUSACS13000706
DDSHXX513019301	DDUSWFD13004602	DDUSWFD13002010
DDSHXX515016106	DDUSWFD12021306	DDUSWFD13000706
DDSHXX514068702	DDUSACS12021409	DDUSWFD13006205
DDSHXX515021810	DDUSACR12028604	DDUSWFD13020304
DDSHXX514053001	DDUSWFD13001502	DDUSACR12028211
DDSHXX515005910	DDUSWFD13003704	DDUSWFD12022805
DDSHXX514062202	DDUSWFD13001306	DDUSWFD13006206
DDSHXX515031002	DDUSWFD12021306	DDUSWFD13022504
DDSHXX514088008	DDUSACS12020009	DDUSWFD13004208
DDSHXX514049902	DDUSACS12021409	DDUSACS13000401
DDSHXX514061706	DDUSWFD13001306	DDUSWFD13001605
DDSHXX514136912	DDUSWFD13003704	DDUSACS13001401
DDSHXX514127503	DDUSACS13001208	DDUSWFD13021308
DDSHXX514053006	DDUSWFD13001502	DDUSACR12028211
DDSHXX514050407	DDUSACS12020009	DDUSWFD13020005
DDSHXX514155802	DDUSACS13001207	DDUSWFD12030603
DDSHXX514115707	DDUSWFD13003704	DDUSWFD12022803
DDSHXX513026807	DDUSWFD13000501	DDUSWFD13002408
DDSHXX514155801	DDUSACS13001207	DDUSWFD12030603
DDSHXX513032906	DDUSWFD12020702	DDUSWFD12022407
DDSHXX513029102	DDUSWFD12023003	DDUSWFD13020506
DDSHXX514073802	DDUSACS12020011	DDUSWFD13022105
DDSHXX513021002	DDUSWFD12028301	DDUSWFD13020606
DDSHXX514057503	DDUSACS12020011	DDUSWFD13004206
DDSHXX514048504	DDUSWFD13001502	DDUSWFD13000707
DDSHXX514069002	DDUSACS12020009	DDUSWFD13005806
DDSHXX514122504	DDUSWFD12003302	DDUSWFD13022110
DDSHXX514059305	DDUSACS12020009	DDUSWFD13004006
DDSHXX513013603	DDUSWFD13000501	DDUSWFD13000707
DDSHXX514073412	DDUSACS12020009	DDUSWFD13022006
DDSHXX514106706	DDUSACR12028604	DDUSACS13000405
DDSHXX514055015	DDUSACS13001207	DDUSWFD13022807
DDSHXX514186303	DDUSACS12020009	DDUSWFD13004007
DDSHXX514146004	DDUSACS13001207	DDUSWFD13006205
DDSHXX514187807	DDUSACS12020009	DDUSWFD13000906
DDSHXX513028802	DDUSWFD13000501	DDUSACS13000405
DDSHXX514066607	DDUSACS12020011	DDUSWFD13022706
DDSHXX514068701	DDUSACS12021409	DDUSWFD13006205
DDSHXX514109005	DDUSACS13001208	DDUSWFD13002308
DDSHXX514046602	DDUSACR12028604	DDUSWFD13002408
DDSHXX514151802	DDUSWFD13003704	DDUSWFD13021810
DDSHXX514094302	DDUSWFD12020702	DDUSWFD12004205
DDSHXX514119909	DDUSWFD13003902	DDUSWFD13004006
DDSHXX513004806	DDUSWFD13004102	DDUSACS12022403
DDSHXX514054108	DDUSACS12020011	DDUSWFD13003806
DDSHXX513036202	DDUSACS12021409	DDUSACS13000401
DDSHXX514074907	DDUSACS12020011	DDUSWFD12030603
DDSHXX513033902	DDUSWFD12021306	DDUSWFD13004006
DDSHXX515005002	DDUSWFD12021306	DDUSWFD13006209
DDSHXX514119405	DDUSWFD12003302	DDUSWFD13022704
DDSHXX514105804	DDUSWFD12003302	DDUSWFD13021509
DDSHXX514106909	DDUSWFD13001502	DDUSACS13000701
DDSHXX514062212	DDUSWFD13001306	DDUSWFD13006206
DDSHXX514110802	DDUSACR12028604	DDUSACS13000401
DDSHXX514151902	DDUSWFD13003704	DDUSWFD13021805
DDSHXX513012202	DDUSACR12028604	DDUSACS12022401
DDSHXX514163503	DDUSACS12020009	DDUSWFD13022609
DDSHXX514085309	DDUSACS13001208	DDUSWFD13002205
DDSHXX514063905	DDUSWFD13003704	DDUSWFD13060011
DDSHXX514079209	DDUSACS12021409	DDUSWFD13021808
DDSHXX515005007	DDUSWFD12021306	DDUSWFD13006209
DDSHXX514092404	DDUSWFD12022702	DDUSACS12022403
DDSHXX514101810	DDUSWFD13001502	DDUSACS13000706
DDSHXX514083203	DDUSACS13001207	DDUSWFD13000305
DDSHXX514068803	DDUSACS12021409	DDUSWFD13001606
DDSHXX514151906	DDUSWFD13003704	DDUSWFD13021805
DDSHXX514061012	DDUSACS12020011	DDUSWFD12022906
DDSHXX513013208	DDUSWFD12020702	DDUSWFD12022907
DDSHXX514089508	DDUSWFD13003704	DDUSACR13061203
DDSHXX514057510	DDUSACS12020011	DDUSWFD13004206
DDSHXX514057504	DDUSACS12020011	DDUSWFD13004206
DDSHXX514106101	DDUSACS13001208	DDUSWFD13002408
DDSHXX514061008	DDUSACS12020011	DDUSWFD12022906
DDSHXX514066406	DDUSACS12020011	DDUSWFD13002307
DDSHXX514054101	DDUSACS12020011	DDUSWFD13003806
DDSHXX514052808	DDUSACS12020011	DDUSWFD13020505
DDSHXX514061003	DDUSACS12020011	DDUSWFD12022906
DDSHXX513031406	DDUSWFD12028301	DDUSWFD12023005
DDSHXX514044310	DDUSWFD13001306	DDUSWFD13002010
DDSHXX514060701	DDUSACS12020011	DDUSWFD13022110
DDSHXX513024710	DDUSACS12020009	DDUSWFD12022408
DDSHXX514105608	DDUSACS13001208	DDUSWFD12022806
DDSHXX514088001	DDUSACS12020009	DDUSWFD13004208
DDSHXX514105802	DDUSWFD12003302	DDUSWFD13021509
DDSHXX514055013	DDUSACS13001207	DDUSWFD13022807
DDSHXX514106906	DDUSWFD13001502	DDUSACS13000701
DDSHXX514105304	DDUSWFD12003302	DDUSWFD13020606
DDSHXX513028804	DDUSWFD13000501	DDUSACS13000405
DDSHXX514151901	DDUSWFD13003704	DDUSWFD13021805
DDSHXX514065705	DDUSACS13001207	DDUSACR13061105
DDSHXX514109209	DDUSACR12028604	DDUSWFD13000905
DDSHXX513035902	DDUSWFD12023003	DDUSWFD13021508
DDSHXX513011214	DDUSACR12028604	DDUSWFD13000510
DDSHXX514106908	DDUSWFD13001502	DDUSACS13000701
DDSHXX514070204	DDUSWFD12021306	DDUSWFD13060010
DDSHXX513024208	DDUSWFD12021306	DDUSWFD13021509
DDSHXX514110805	DDUSACR12028604	DDUSACS13000401
DDSHXX515016701	DDUSACS13001207	DDUSWFD12004205
DDSHXX513013204	DDUSWFD12020702	DDUSWFD12022907
DDSHXX513026806	DDUSWFD13000501	DDUSWFD13002408
DDSHXX514122910	DDUSACS13001207	DDUSWFD12021905
DDSHXX514130701	DDUSWFD13001502	DDUSACS13000406
DDSHXX514095007	DDUSACS13001207	DDUSWFD13020304
DDSHXX514151007	DDUSWFD13003704	DDUSWFD13022705
DDSHXX513032903	DDUSWFD12020702	DDUSWFD12022407
DDSHXX514063509	DDUSACS12020011	DDUSWFD13021308
DDSHXX513031401	DDUSWFD12028301	DDUSWFD12023005
DDSHXX514087008	DDUSWFD13001502	DDUSWFD13004007
DDSHXX515021803	DDUSACR12028604	DDUSWFD13020304
DDSHXX513019906	DDUSWFD13004002	DDUSWFD13002308
DDSHXX514094301	DDUSWFD12020702	DDUSWFD12004205
DDSHXX514190705	DDUSWFD13003704	DDUSWFD13006505
DDSHXX514190707	DDUSWFD13003704	DDUSWFD13006505
DDSHXX514101002	DDUSACS13001207	DDUSWFD12022907
DDSHXX514061901	DDUSACS12021409	DDUSWFD13000608
DDSHXX514063007	DDUSACS12021409	DDUSWFD12030105
DDSHXX514122901	DDUSACS13001207	DDUSWFD12021905
DDSHXX515011105	DDUSWFD13003704	DDUSWFD13020102
DDSHXX515013114	DDUSWFD12021306	DDUSWFD12026809
DDSHXX514061907	DDUSACS12021409	DDUSWFD13000608
DDSHXX514139914	DDUSACR12028604	DDUSWFD13005806
DDSHXX514102904	DDUSWFD13001502	DDUSWFD13002010
DDSHXX513016504	DDUSWFD12028301	DDUSWFD12023205
DDSHXX514135402	DDUSACR12028604	DDUSWFD13005104
DDSHXX514080506	DDUSACS12021409	DDUSWFD13004105
DDSHXX514109002	DDUSACS13001208	DDUSWFD13002308
DDSHXX514061910	DDUSACS12021409	DDUSWFD13000608
DDSHXX513021008	DDUSWFD12028301	DDUSWFD13020606
DDSHXX514125302	DDUSWFD13001502	DDUSWFD13006009
DDSHXX515005304	DDUSWFD13001502	DDUSWFD13021905
DDSHXX513013201	DDUSWFD12020702	DDUSWFD12022907
DDSHXX514034506	DDUSACS12020011	DDUSWFD12004205
DDSHXX513024708	DDUSACS12020009	DDUSWFD12022408
DDSHXX514117004	DDUSWFD13003704	DDUSACR12028211
DDSHXX515013110	DDUSWFD12021306	DDUSWFD12026809
DDSHXX514063505	DDUSACS12020011	DDUSWFD13021308
DDSHXX513004804	DDUSWFD13004102	DDUSACS12022403
DDSHXX513024207	DDUSWFD12021306	DDUSWFD13021509
DDSHXX514146001	DDUSACS13001207	DDUSWFD13006205
DDSHXX515016102	DDUSWFD12021306	DDUSWFD13000706
DDSHXX514061807	DDUSACS12021409	DDUSWFD13003909
DDSHXX514063901	DDUSWFD13003704	DDUSWFD13060011
DDSHXX514112209	DDUSACS13001208	DDUSWFD13003806
DDSHXX514074902	DDUSACS12020011	DDUSWFD12030603
DDSHXX513021504	DDUSWFD13004002	DDUSWFD12023206
DDSHXX514117001	DDUSWFD13003704	DDUSACR12028211
DDSHXX514078605	DDUSACS12021409	DDUSWFD13002207
DDSHXX514084203	DDUSACS12020011	DDUSWFD13020305
DDSHXX514088002	DDUSACS12020009	DDUSWFD13004208
DDSHXX514062205	DDUSWFD13001306	DDUSWFD13006206
DDSHXX513016506	DDUSWFD12028301	DDUSWFD12023205
DDSHXX514106708	DDUSACR12028604	DDUSACS13000405
DDSHXX514052503	DDUSACS12020011	DDUSWFD13020007
DDSHXX514079213	DDUSACS12021409	DDUSWFD13021808
DDSHXX514074509	DDUSACS12020009	DDUSWFD13002409
DDSHXX514118304	DDUSWFD13003704	DDUSWFD12022804
DDSHXX514059303	DDUSACS12020009	DDUSWFD13004006
DDSHXX514047001	DDUSACS12020009	DDUSWFD13020506
DDSHXX514105809	DDUSWFD12003302	DDUSWFD13021509
DDSHXX514136901	DDUSWFD13003704	DDUSACS13001401
DDSHXX514078704	DDUSACS12021409	DDUSWFD13004106
DDSHXX514160104	DDUSACR12028604	DDUSWFD13021809
DDSHXX514113309	DDUSACS12020009	DDUSWFD13020404
DDSHXX514187805	DDUSACS12020009	DDUSWFD13000906
DDSHXX514046604	DDUSACR12028604	DDUSWFD13002408
DDSHXX514110308	DDUSACR12028604	DDUSWFD12023207
DDSHXX515010905	DDUSWFD12021306	DDUSWFD12028308
DDSHXX514082703	DDUSACS13001208	DDUSWFD13006504
DDSHXX514136906	DDUSWFD13003704	DDUSACS13001401
DDSHXX514130508	DDUSACS13001208	DDUSWFD13002307
DDSHXX513007412	DDUSACR12028604	DDUSWFD12004205
DDSHXX514186304	DDUSACS12020009	DDUSWFD13004007
DDSHXX515016707	DDUSACS13001207	DDUSWFD12004205
DDSHXX514069708	DDUSACS12020011	DDUSWFD13004705
DDSHXX514068710	DDUSACS12021409	DDUSWFD13006205
DDSHXX514101808	DDUSWFD13001502	DDUSACS13000706
DDSHXX514080504	DDUSACS12021409	DDUSWFD13004105
DDSHXX514151001	DDUSWFD13003704	DDUSWFD13022705
DDSHXX514060709	DDUSACS12020011	DDUSWFD13022110
DDSHXX514061802	DDUSACS12021409	DDUSWFD13003909
DDSHXX514110302	DDUSACR12028604	DDUSWFD12023207
DDSHXX514107205	DDUSWFD13001502	DDUSWFD13020506
DDSHXX513009010	DDUSWFD13000501	DDUSWFD12022803
DDSHXX513029103	DDUSWFD12023003	DDUSWFD13020506
DDSHXX514130706	DDUSWFD13001502	DDUSACS13000406
DDSHXX513031404	DDUSWFD12028301	DDUSWFD12023005
DDSHXX514087003	DDUSWFD13001502	DDUSWFD13004007
DDSHXX514085305	DDUSACS13001208	DDUSWFD13002205
DDSHXX514058310	DDUSACS12020011	DDUSWFD13001107
DDSHXX514089510	DDUSWFD13003704	DDUSACR13061203
DDSHXX514115702	DDUSWFD13003704	DDUSWFD12022803
DDSHXX514051605	DDUSACS12021409	DDUSWFD13022007
DDSHXX515053802	DDUSWFD12021306	DDUSWFD12022407
DDSHXX514095003	DDUSACS13001207	DDUSWFD13020304
DDSHXX514139905	DDUSACR12028604	DDUSWFD13005806
DDSHXX514051408	DDUSACS12020009	DDUSWFD13020404
DDSHXX515016702	DDUSACS13001207	DDUSWFD12004205
DDSHXX513026506	DDUSWFD12003302	DDUSWFD12023207
DDSHXX514068708	DDUSACS12021409	DDUSWFD13006205
DDSHXX513004604	DDUSWFD12026802	DDUSWFD12004206
DDSHXX514056506	DDUSACS12020009	DDUSWFD12022804
DDSHXX514092407	DDUSWFD12022702	DDUSACS12022403
DDSHXX514063507	DDUSACS12020011	DDUSWFD13021308
DDSHXX514047004	DDUSACS12020009	DDUSWFD13020506
DDSHXX514052801	DDUSACS12020011	DDUSWFD13020505
DDSHXX514127506	DDUSACS13001208	DDUSWFD13021308
DDSHXX513024204	DDUSWFD12021306	DDUSWFD13021509
DDSHXX514139912	DDUSACR12028604	DDUSWFD13005806
DDSHXX515031802	DDUSWFD12021306	DDUSWFD12023206
DDSHXX514102911	DDUSWFD13001502	DDUSWFD13002010
DDSHXX513012212	DDUSACR12028604	DDUSACS12022401
DDSHXX514110304	DDUSACR12028604	DDUSWFD12023207
DDSHXX514106805	DDUSACR12028604	DDUSWFD13021206
DDSHXX513028402	DDUSWFD12003302	DDUSWFD13020005
DDSHXX514101306	DDUSWFD12020803	DDUSWFD12023206
DDSHXX514069401	DDUSACS12020011	DDUSWFD13021905
DDSHXX515031003	DDUSWFD12021306	DDUSWFD13022504
DDSHXX514061808	DDUSACS12021409	DDUSWFD13003909
DDSHXX513026406	DDUSWFD12021306	DDUSWFD13001006
DDSHXX513026004	DDUSWFD12020702	DDUSACR12028211
DDSHXX514117008	DDUSWFD13003704	DDUSACR12028211
DDSHXX514186302	DDUSACS12020009	DDUSWFD13004007
DDSHXX514119008	DDUSACS13001208	DDUSWFD13007106
DDSHXX513026003	DDUSWFD12020702	DDUSACR12028211
DDSHXX514050409	DDUSACS12020009	DDUSWFD13020005
DDSHXX514117003	DDUSWFD13003704	DDUSACR12028211
DDSHXX514139902	DDUSACR12028604	DDUSWFD13005806
DDSHXX514085303	DDUSACS13001208	DDUSWFD13002205
DDSHXX514101304	DDUSWFD12020803	DDUSWFD12023206
DDSHXX513011201	DDUSACR12028604	DDUSWFD13000510
DDSHXX514061002	DDUSACS12020011	DDUSWFD12022906
DDSHXX514110306	DDUSACR12028604	DDUSWFD12023207
DDSHXX514076309	DDUSWFD12021306	DDUSWFD13022705
DDSHXX514064305	DDUSWFD13001306	DDUSACS13000406
DDSHXX514112506	DDUSACS12020009	DDUSWFD13020505
DDSHXX514076904	DDUSWFD12021306	DDUSWFD13003407
DDSHXX514063002	DDUSACS12021409	DDUSWFD12030105
DDSHXX514063011	DDUSACS12021409	DDUSWFD12030105
DDSHXX514125311	DDUSWFD13001502	DDUSWFD13006009
DDSHXX513013605	DDUSWFD13000501	DDUSWFD13000707
DDSHXX514130901	DDUSACS13001208	DDUSWFD12023210
DDSHXX514059304	DDUSACS12020009	DDUSWFD13004006
DDSHXX514119006	DDUSACS13001208	DDUSWFD13007106
DDSHXX515011103	DDUSWFD13003704	DDUSWFD13020102
DDSHXX514058308	DDUSACS12020011	DDUSWFD13001107
DDSHXX513019502	DDUSWFD13004002	DDUSWFD12021905
DDSHXX514062203	DDUSWFD13001306	DDUSWFD13006206
